TAIL_NUMBER,YEAR MANUFACTURED,MANUFACTURER,MODEL,NO-ENG,NO-SEATS
N507CA,2003,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N8611F,2013,BOEING                        ,737-8H4             ,2,140
N275WN,2007,BOEING                        ,737-7H4             ,2,140
N17229,1999,BOEING                        ,737-824             ,2,149
N732US,2000,AIRBUS INDUSTRIE              ,A319-112            ,2,179
N601AW,2003,AIRBUS                        ,A320-232            ,2,200
N524UW,2009,AIRBUS                        ,A321-231            ,2,379
N519UW,2009,AIRBUS                        ,A321-231            ,2,379
N492AA,1989,MCDONNELL DOUGLAS             ,DC-9-82(MD-82)      ,2,172
N762AS,1992,BOEING                        ,737-4Q8             ,2,149
N551AS,2006,BOEING                        ,737-890             ,2,149
N467AS,2014,BOEING                        ,737-990ER           ,2,222
N937JB,2014,AIRBUS                        ,A321-231            ,2,379
N508JB,2007,CIRRUS DESIGN CORP            ,SR22                ,1,4
N184JB,2005,EMBRAER                       ,ERJ 190-100 IGW     ,2,20
N706TW,1997,BOEING                        ,757-2Q8             ,2,178
N962DN,1998,BOEING                        ,MD-90-30            ,2,142
N946DN,1995,MCDONNELL DOUGLAS             ,MD-90-30            ,2,142
N397DA,2000,BOEING                        ,737-832             ,2,189
N695DL,1998,BOEING                        ,757-232             ,2,178
N339NB,2002,AIRBUS                        ,A319-114            ,2,145
N669DN,1991,BOEING                        ,757-232             ,2,178
N970AT,2001,BOEING                        ,717-200             ,2,100
N6705Y,2000,BOEING                        ,757-232             ,2,178
N909EV,2002,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N13123,2003,EMBRAER                       ,EMB-145XR           ,2,55
N13118,2002,EMBRAER                       ,EMB-145XR           ,2,55
N13970,1999,EMBRAER                       ,EMB-145LR           ,2,55
N202FR,2008,AIRBUS                        ,A320-214            ,2,182
N203FR,2002,AIRBUS INDUSTRIE              ,A320-214            ,2,182
N947FR,2006,AIRBUS                        ,A319-111            ,2,147
N693BR,2003,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N503NK,    ,AIRBUS                        ,A319-132            ,2,179
N937SW,2003,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N820SK,2006,BOMBARDIER INC                ,CL-600-2D24         ,2,95
N471CA,2002,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N755SK,2005,BOMBARDIER INC                ,CL-600-2C10         ,2,80
N885AS,2001,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N75432,2009,BOEING                        ,737-924ER           ,2,191
N493HA,2005,BOEING                        ,717-200             ,2,100
N294JB,2008,EMBRAER                       ,ERJ 190-100 IGW     ,2,20
N908SW,2001,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N403UA,1993,AIRBUS INDUSTRIE              ,A320-232            ,2,200
N7745A,2007,BOEING                        ,737-7BD             ,2,149
N965WN,2011,BOEING                        ,737-7H4             ,2,140
N604AW,2000,AIRBUS INDUSTRIE              ,A320-232            ,2,200
N586AA,1991,MCDONNELL DOUGLAS             ,DC-9-82(MD-82)      ,2,172
N569AS,2007,BOEING                        ,737-890             ,2,149
N323AS,2004,BOEING                        ,737-990             ,2,149
N612AS,1999,BOEING                        ,737-790             ,2,151
N599JB,2004,AIRBUS                        ,A320-232            ,2,200
N216JB,2006,EMBRAER                       ,ERJ 190-100 IGW     ,2,20
N990DL,1991,MCDONNELL DOUGLAS AIRCRAFT CO ,MD-88               ,2,142
N963DN,1999,BOEING                        ,MD-90-30            ,2,142
N360NW,1998,AIRBUS INDUSTRIE              ,A320-212            ,2,182
N136EV,2009,BOMBARDIER INC                ,CL-600-2D24         ,2,95
N440SW,2001,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N219AG,2006,BOMBARDIER INC                ,CL-600-2C10         ,2,80
N401UA,1993,AIRBUS INDUSTRIE              ,A320-232            ,2,200
N922DX,    ,MCDONNELL DOUGLAS             ,MD-90-30            ,2,142
N455SW,2003,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N939UW,1994,BOEING                        ,757-2B7             ,2,178
N508AY,2008,AIRBUS                        ,A321-231            ,2,379
N915US,2014,AIRBUS                        ,A321-231            ,2,379
N968WN,2011,BOEING                        ,737-7H4             ,2,140
N221WN,2005,BOEING                        ,737-7H4             ,2,140
N902WN,2007,BOEING                        ,737-7H4             ,2,140
N934WN,2009,BOEING                        ,737-7H4             ,2,140
N717SA,1998,BOEING                        ,737-7H4             ,2,140
N8616C,2013,BOEING                        ,737-8H4             ,2,140
N11206,2000,BOEING                        ,737-824             ,2,149
N16703,1998,BOEING                        ,737-724             ,2,149
N456AA,1988,MCDONNELL DOUGLAS             ,DC-9-82(MD-82)      ,2,172
N576AA,1991,MCDONNELL DOUGLAS             ,DC-9-82(MD-82)      ,2,172
N306AS,2001,BOEING                        ,737-990             ,2,149
N307AS,2001,BOEING                        ,737-990             ,2,149
N435AS,2013,BOEING                        ,737-990ER           ,2,222
N471AS,2014,BOEING                        ,737-990ER           ,2,222
N302AS,2003,BOEING                        ,737-990             ,2,149
N769AS,1993,BOEING                        ,737-4Q8             ,2,149
N540US,1996,BOEING                        ,757-251             ,2,178
N990AT,2001,BOEING                        ,717-200             ,2,100
N909DE,1992,MCDONNELL DOUGLAS CORPORATION ,MD-88               ,2,142
N913DN,1996,MCDONNELL DOUGLAS             ,MD-90-30            ,2,142
N904EV,2002,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N830AS,1998,CANADAIR                      ,CL-600-2B19         ,2,55
N877AS,2001,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N902EV,2002,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N504NK,2005,AIRBUS                        ,A319-132            ,2,179
N217AG,2001,BOMBARDIER INC                ,CL-600-2C10         ,2,80
N703SK,2004,BOMBARDIER INC                ,CL-600-2C10         ,2,80
N932EV,2005,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N564SW,1998,EMBRAER                       ,EMB-120             ,2,32
N852UA,2002,AIRBUS                        ,A319-131            ,2,179
N427UA,1995,AIRBUS INDUSTRIE              ,A320-232            ,2,200
N802UA,1997,AIRBUS INDUSTRIE              ,A319-131            ,2,179
N361VA,2013,AIRBUS                        ,A320-214            ,2,182
N8612K,2013,BOEING                        ,737-8H4             ,2,140
N912WN,2008,BOEING                        ,737-7H4             ,2,140
N400WN,2001,BOEING                        ,737-7H4             ,2,140
N780SW,2000,BOEING                        ,737-7H4             ,2,140
N783SW,2000,BOEING                        ,737-7H4             ,2,140
N642WN,1997,BOEING                        ,737-3H4             ,2,149
N163US,2001,AIRBUS INDUSTRIE              ,A321-211            ,2,199
N520AA,1985,KILDALL GARY                  ,FALCON-XP           ,1,2
N183JB,2005,EMBRAER                       ,ERJ 190-100 IGW     ,2,20
N374JB,2013,EMBRAER                       ,ERJ 190-100 IGW     ,2,20
N944DL,1989,MCDONNELL DOUGLAS AIRCRAFT CO ,MD-88               ,2,142
N329NB,2001,AIRBUS INDUSTRIE              ,A319-114            ,2,145
N633DL,1987,BOEING                        ,757-232             ,2,178
N678DL,1992,BOEING                        ,757-232             ,2,178
N324NB,2001,AIRBUS INDUSTRIE              ,A319-114            ,2,145
N918DL,1988,MCDONNELL DOUGLAS AIRCRAFT CO ,MD-88               ,2,142
N309DE,2009,BOEING                        ,737-732             ,2,149
N908DE,1992,MCDONNELL DOUGLAS CORPORATION ,MD-88               ,2,142
N391DA,2000,BOEING                        ,737-832             ,2,189
N26141,2003,EMBRAER                       ,EMB-145XR           ,2,55
N21144,2003,EMBRAER                       ,EMB-145XR           ,2,55
N206FR,2010,AIRBUS                        ,A320-214            ,2,182
N219FR,2002,AIRBUS                        ,A320-214            ,2,182
N626NK,2014,AIRBUS                        ,A320-232            ,2,200
N953SW,2003,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N443SW,    ,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N785SK,2009,BOMBARDIER INC                ,CL-600-2C10         ,2,80
N754SK,2005,BOMBARDIER INC                ,CL-600-2C10         ,2,80
N792SK,2009,BOMBARDIER INC                ,CL-600-2C10         ,2,80
N273JB,2007,EMBRAER                       ,ERJ 190-100 IGW     ,2,20
N481HA,2001,BOEING                        ,717-200             ,2,100
N706SK,2004,BOMBARDIER INC                ,CL-600-2C10         ,2,80
N582NW,2002,BOEING                        ,757-351             ,2,275
N832UA,2000,AIRBUS INDUSTRIE              ,A319-131            ,2,179
N553UW,2011,AIRBUS                        ,A321-231            ,2,379
N8315C,2012,BOEING                        ,737-8H4             ,2,140
N927WN,    ,BOEING                        ,737-7H4             ,2,140
N481WN,2004,BOEING                        ,737-7H4             ,2,140
N33209,2000,BOEING                        ,737-824             ,2,149
N521UW,2009,AIRBUS                        ,A321-231            ,2,379
N477AA,1988,MCDONNELL DOUGLAS             ,DC-9-82(MD-82)      ,2,172
N553AA,1991,MCDONNELL DOUGLAS             ,DC-9-82(MD-82)      ,2,172
N426AA,1986,MCDONNELL DOUGLAS             ,DC-9-82(MD-82)      ,2,172
N613AS,1999,BOEING                        ,737-790             ,2,151
N611AS,1999,BOEING                        ,737-790             ,2,151
N626AS,2001,BOEING                        ,737-790             ,2,151
N588AS,2007,BOEING                        ,737-890             ,2,149
N659JB,2007,AIRBUS                        ,A320-232            ,2,200
N196DN,1997,BOEING                        ,767-332             ,2,330
N994AT,2002,BOEING                        ,717-200             ,2,100
N937AT,2001,BOEING                        ,717-200             ,2,100
N13124,2003,EMBRAER                       ,EMB-145XR           ,2,55
N779SK,2009,BOMBARDIER INC                ,CL-600-2C10         ,2,80
N679SA,    ,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N434UA,1996,AIRBUS INDUSTRIE              ,A320-232            ,2,200
N483HA,2001,BOEING                        ,717-200             ,2,100
N522NK,2006,AIRBUS                        ,A319-132            ,2,179
N37462,2012,BOEING                        ,737-924ER           ,2,191
N37255,2000,BOEING                        ,737-824             ,2,149
N810UA,1998,AIRBUS INDUSTRIE              ,A319-131            ,2,179
N701UW,1998,AIRBUS INDUSTRIE              ,A319-112            ,2,179
N644AW,1992,AIRBUS INDUSTRIE              ,A320-231            ,2,182
N457UA,1999,AIRBUS INDUSTRIE              ,A320-232            ,2,200
N706SW,1998,BOEING                        ,737-7H4             ,2,140
N799SW,    ,BOEING                        ,737-7Q8             ,2,149
N427WN,2002,BOEING                        ,737-7H4             ,2,140
N443WN,2003,BOEING                        ,737-7H4             ,2,140
N268WN,2007,BOEING                        ,737-7H4             ,2,140
N247WN,2006,BOEING                        ,737-7H4             ,2,140
N857AA,2000,CESSNA                        ,550                 ,2,8
N494AA,1989,MCDONNELL DOUGLAS             ,DC-9-82(MD-82)      ,2,172
N934JB,2014,AIRBUS INDUSTRIE              ,A321-231            ,2,379
N932DN,1996,MCDONNELL DOUGLAS             ,MD-90-30            ,2,142
N698DL,1999,BOEING                        ,757-232             ,2,178
N206JB,2006,EMBRAER                       ,ERJ 190-100 IGW     ,2,20
N571JB,2003,AIRBUS                        ,A320-232            ,2,200
N954DN,1996,MCDONNELL DOUGLAS             ,MD-90-30            ,2,142
N555NW,2002,BOEING                        ,757-251             ,2,178
N926FR,2004,AIRBUS                        ,A319-111            ,2,147
N490UA,2002,AIRBUS                        ,A320-232            ,2,200
N833UA,2000,AIRBUS INDUSTRIE              ,A319-131            ,2,179
N128UW,2010,AIRBUS                        ,A320-214            ,2,182
N69838,2014,BOEING                        ,737-924ER           ,2,191
N652JB,2007,AIRBUS                        ,A320-232            ,2,200
N997DL,1992,MCDONNELL DOUGLAS AIRCRAFT CO ,MD-88               ,2,142
N506CA,2003,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N930EV,    ,BOMBARDIER INC                ,CL-600-2B19         ,2,55
N432UA,1996,AIRBUS INDUSTRIE              ,A320-232            ,2,200
N456UA,1999,AIRBUS INDUSTRIE              ,A320-232            ,2,200
N429UA,1995,AIRBUS INDUSTRIE              ,A320-232            ,2,200
N715UW,1999,AIRBUS INDUSTRIE              ,A319-112            ,2,179
N825AW,2001,AIRBUS INDUSTRIE              ,A319-132            ,2,179
N826AW,    ,AIRBUS INDUSTRIE              ,A319-132            ,2,179
N827AW,2001,AIRBUS INDUSTRIE              ,A319-132            ,2,179
N538UW,2009,AIRBUS                        ,A321-231            ,2,379
N482UA,2001,AIRBUS INDUSTRIE              ,A320-232            ,2,200
N411UA,1994,AIRBUS INDUSTRIE              ,A320-232            ,2,200
N854UA,2002,AIRBUS                        ,A319-131            ,2,179
N522UA,1990,BOEING                        ,757-222             ,2,178
N843UA,2001,AIRBUS INDUSTRIE              ,A319-131            ,2,179
N38424,2008,BOEING                        ,737-924ER           ,2,191
N852VA,2012,AIRBUS                        ,A320-214            ,2,182
N845VA,2011,AIRBUS                        ,A320-214            ,2,182
N423WN,2002,BOEING                        ,737-7H4             ,2,140
N657SW,1985,BOEING                        ,737-3L9             ,2,149
N8312C,2012,BOEING                        ,737-8H4             ,2,140
N8305E,2012,BOEING                        ,737-8H4             ,2,140
N792SW,2000,BOEING                        ,737-7H4             ,2,140
N939WN,2009,BOEING                        ,737-7H4             ,2,140
N7735A,2006,BOEING                        ,737-7BD             ,2,149
N497WN,2004,BOEING                        ,737-7H4             ,2,140
N283WN,2007,BOEING                        ,737-7H4             ,2,140
